"MNGN700: GRADUATE ENGINEERING REPORTMASTER OF ENGINEERING (Thesis)",["10001","10002","10145","10502","10504","10505","11364","11636"],[],["mining engineering","mngn","mngn700: graduate engineering reportmaster of engineering (thesis)","hugh (hugh) miller"],["10001","700"]
"CHGN121: PRINCIPLES OF CHEMISTRY I (Lab)",["10004","10636","10678","10688","10801","10802","11131","11132","11291","11292","11293","11480","11481","11484","11485"],["11109","10677"],["chemistry, general","chgn","chgn121: principles of chemistry i (lab)","amanda (amanda) furness hebert"],["10004","121"]
"CHGN222: ORGANIC CHEMISTRY II (Lecture)",["10005","10461"],[],["chemistry, general","chgn","chgn222: organic chemistry ii (lecture)","dylan (dylan) domaille"],["10005","222"]
"CHGN323: QUALITATIVE ORGANIC ANALYSIS AND APPLIED SPECTROSCOPY (Lecture)",["10006"],["10007","11213"],["chemistry, general","chgn","chgn323: qualitative organic analysis and applied spectroscopy (lecture)","yuan (yuan) yang"],["10006","323"]
"CHGN323: QUALITATIVE ORGANIC ANALYSIS AND APPLIED SPECTROSCOPY (Lab)",["10007","11213"],["10006"],["chemistry, general","chgn","chgn323: qualitative organic analysis and applied spectroscopy (lab)","yuan (yuan) yang"],["10007","323"]
"CHGN335: INSTRUMENTAL ANALYSIS (Lecture)",["10008"],[],["chemistry, general","chgn","chgn335: instrumental analysis (lecture)","david (david) halat"],["10008","335"]
"CHGN353: PHYSICAL CHEMISTRY (Lecture)",["10009"],["10010"],["chemistry, general","chgn","chgn353: physical chemistry (lecture)","jonathan (jonathan) miorelli"],["10009","353"]
"CHGN353: PHYSICAL CHEMISTRY (Lab)",["10010"],["10009"],["chemistry, general","chgn","chgn353: physical chemistry (lab)","jonathan (jonathan) miorelli"],["10010","353"]
"CHGN495: UNDERGRADUATE RESEARCH (Research)",["10011"],[],["chemistry, general","chgn","chgn495: undergraduate research (research)","bettina (tina) voelker"],["10011","495"]
"CHGN560: GRADUATE SEMINAR (Seminar)",["10012"],[],["chemistry, general","chgn","chgn560: graduate seminar (seminar)","ryan (ryan) richards"],["10012","560"]
"EBGN201: PRINCIPLES OF ECONOMICS (Lecture)",["10013","10809"],[],["economics and business","ebgn","ebgn201: principles of economics (lecture)","leocadio (leocadio) barroso bravo"],["10013","201"]
"EBGN321: ENGINEERING ECONOMICS (Lecture)",["10014","10075","11529","11693","11694"],[],["economics and business","ebgn","ebgn321: engineering economics (lecture)","michael (michael) helwig"],["10014","321"]
"EBGN585: ENGINEERING AND TECHNOLOGY MANAGEMENT CAPSTONE (Lecture)",["10015"],[],["economics and business","ebgn","ebgn585: engineering and technology management capstone (lecture)","crystal (crystal) dobratz"],["10015","585"]
"GEGN439: PETROLEUM EXPLORATION DESIGN (Lecture/Lab)",["10016"],[],["geological engineering","gegn","gegn439: petroleum exploration design (lecture/lab)","emre (emre) kondakci"],["10016","439"]
"GEOL314: STRATIGRAPHY (Lecture)",["10017"],["10018"],["geology","geol","geol314: stratigraphy (lecture)","piret (piret) plink-bjorklund"],["10017","314"]
"GEOL314: STRATIGRAPHY (Lab)",["10018"],["10017"],["geology","geol","geol314: stratigraphy (lab)","piret (piret) plink-bjorklund"],["10018","314"]
"GPGN438: GEOPHYSICS PROJECT DESIGN (Lecture/Lab)",["10019"],[],["geophysical engineering","gpgn","gpgn438: geophysics project design (lecture/lab)","ilya (ilya) tsvankin"],["10019","438"]
"PHGN602: ADVANCED GRADUATE SEMINAR (Seminar)",["10020"],[],["physics","phgn","phgn602: advanced graduate seminar (seminar)","wouter (wouter) van de pontseele"],["10020","602"]
"LIMU102: COLORADO SCHOOL OF MINES SYMPHONY ORCHESTRA - FRESHMAN (Lab)",["10021"],[],["music","limu","limu102: colorado school of mines symphony orchestra - freshman (lab)","masakazu (masakazu) ito"],["10021","102"]
"LIMU112: CSM CONCERT CHOIR - FRESHMAN (Lab)",["10022"],[],["music","limu","limu112: csm concert choir - freshman (lab)","kirsten (kirsten) carpenter"],["10022","112"]
"LIMU412: CSM CONCERT CHOIR - SENIOR (Lab)",["10023"],[],["music","limu","limu412: csm concert choir - senior (lab)","kirsten (kirsten) carpenter"],["10023","412"]
"MATH213: CALCULUS FOR SCIENTISTS AND ENGINEERS III (Lecture)",["10024","10025","10026","10383","10384","10385","10386","10785","10916","11145","11146","11259","11261","12247"],[],["mathematics","math","math213: calculus for scientists and engineers iii (lecture)","tyler (tyler) johnson"],["10024","213"]
"CSCI306: SOFTWARE ENGINEERING (Lecture)",["10027","11124"],[],["computer science","csci","csci306: software engineering (lecture)","wendy (wendy) fisher"],["10027","306"]
"MATH332: LINEAR ALGEBRA (Lecture)",["10028","10029","10295","10296","10786","11219","11502","12229"],[],["mathematics","math","math332: linear algebra (lecture)","lucas (lucas) fanucchi"],["10028","332"]
"MATH454: COMPLEX ANALYSIS (Lecture)",["10030"],[],["mathematics","math","math454: complex analysis (lecture)","paul (paul) martin"],["10030","454"]
"MATH535: MATHEMATICAL STATISTICS II (Lecture)",["10031"],[],["mathematics","math","math535: mathematical statistics ii (lecture)","luis (luis) tenorio"],["10031","535"]
"MNGN210: INTRODUCTORY MINING (Lecture)",["10033"],[],["mining engineering","mngn","mngn210: introductory mining (lecture)","william (bill) zisch"],["10033","210"]
"MNGN321: INTRODUCTION TO ROCK MECHANICS (Lecture)",["10034"],["10035"],["mining engineering","mngn","mngn321: introduction to rock mechanics (lecture)","priscilla (priscilla) nelson"],["10034","321"]
"MNGN321: INTRODUCTION TO ROCK MECHANICS (Lab)",["10035"],["10034"],["mining engineering","mngn","mngn321: introduction to rock mechanics (lab)","priscilla (priscilla) nelson"],["10035","321"]
"MNGN410: EXCAVATION PROJECT MANAGEMENT (Lecture)",["10036"],[],["mining engineering","mngn","mngn410: excavation project management (lecture)","george (george) sturgis"],["10036","410"]
"MNGN427: MINE VALUATION (Lecture)",["10037"],[],["mining engineering","mngn","mngn427: mine valuation (lecture)","kadri (kadri) dagdelen"],["10037","427"]
"MSGN104: ADVENTURES IN LEADERSHIP II (Lecture)",["10038"],[],["military science","msgn","msgn104: adventures in leadership ii (lecture)","cheri (cheri) giammo"],["10038","104"]
"MSGN204: METHODS OF LEADERSHIP AND MANAGEMENT II (Lecture/Lab)",["10039"],[],["military science","msgn","msgn204: methods of leadership and management ii (lecture/lab)","cheri (cheri) giammo"],["10039","204"]
"MSGN304: LEADERSHIP LABORATORY (Lab)",["10040"],[],["military science","msgn","msgn304: leadership laboratory (lab)","cheri (cheri) giammo"],["10040","304"]
"MSGN402: OFFICER LEADERSHIP AND DEVELOPMENT II (Lecture)",["10041"],[],["military science","msgn","msgn402: officer leadership and development ii (lecture)","cheri (cheri) giammo"],["10041","402"]
"MSGN404: LEADERSHIP LABORATORY (Lab)",["10042"],[],["military science","msgn","msgn404: leadership laboratory (lab)","cheri (cheri) giammo"],["10042","404"]
"MTGN442: ENGINEERING ALLOYS (Lecture)",["10043"],[],["met & materials engnrng","mtgn","mtgn442: engineering alloys (lecture)","michael (michael) kaufman"],["10043","442"]
"PAGN157: VARSITY CROSS COUNTRY (Activity)",["10044"],[],["physical activities","pagn","pagn157: varsity cross country (activity)","christopher (christopher) siemers"],["10044","157"]
"PAGN167: VARSITY MEN'S SOCCER (Activity)",["10045"],[],["physical activities","pagn","pagn167: varsity men's soccer (activity)","greg (greg) mulholland"],["10045","167"]
"PAGN211: BEGINNING SWIMMING (Activity)",["10046"],[],["physical activities","pagn","pagn211: beginning swimming (activity)","andrew (andrew) foley"],["10046","211"]
"PAGN223: DISTANCE RUNNING (Activity)",["10048","10163"],[],["physical activities","pagn","pagn223: distance running (activity)","tracy (tracy) gardner"],["10048","223"]
"PAGN251: GOLF (Activity)",["10049","10050","10105","10106"],[],["physical activities","pagn","pagn251: golf (activity)","brad (brad) schick"],["10049","251"]
"PEGN308: RESERVOIR ROCK PROPERTIES (Lecture)",["10051"],["10052","11272","10053"],["petroleum engineering","pegn","pegn308: reservoir rock properties (lecture)","parisa (parisa) bazazi"],["10051","308"]
"PEGN308: RESERVOIR ROCK PROPERTIES (Lab)",["10052","10053","11272"],["10051"],["petroleum engineering","pegn","pegn308: reservoir rock properties (lab)","mansur (mansur) ermila"],["10052","308"]
"PEGN361: COMPLETION ENGINEERING (Lecture)",["10054"],[],["petroleum engineering","pegn","pegn361: completion engineering (lecture)","mansur (mansur) ermila"],["10054","361"]
"PEGN411: MECHANICS OF PETROLEUM PRODUCTION (Lecture)",["10055"],[],["petroleum engineering","pegn","pegn411: mechanics of petroleum production (lecture)","yilin (yilin) fan"],["10055","411"]
"PEGN426: FORMATION DAMAGE AND STIMULATION (Lecture)",["10056"],[],["petroleum engineering","pegn","pegn426: formation damage and stimulation (lecture)","mansur (mansur) ermila"],["10056","426"]
"PEGN438: PETROLEUM DATA ANALYTICS (Lecture)",["10057"],[],["petroleum engineering","pegn","pegn438: petroleum data analytics (lecture)","serveh (serveh) kamrava"],["10057","438"]
"PEGN439: MULTIDISCIPLINARY PETROLEUM DESIGN (Lecture/Lab)",["10058"],[],["petroleum engineering","pegn","pegn439: multidisciplinary petroleum design (lecture/lab)","yu-shu (yu-shu) wu"],["10058","439"]
"PHGN215: ANALOG ELECTRONICS (Lecture)",["10059"],["11682","11280","10060"],["physics","phgn","phgn215: analog electronics (lecture)","joshua (josh) moses"],["10059","215"]
"PHGN215: ANALOG ELECTRONICS (Lab)",["10060","11280","11682"],["10059"],["physics","phgn","phgn215: analog electronics (lab)","joshua (josh) moses"],["10060","215"]
"PHGN310: HONORS PHYSICS III-MODERN PHYSICS (Lecture)",["10061"],[],["physics","phgn","phgn310: honors physics iii-modern physics (lecture)","kyle (kyle) leach"],["10061","310"]
"PHGN320: MODERN PHYSICS II (Lecture)",["10062"],[],["physics","phgn","phgn320: modern physics ii (lecture)","emily (emily) smith"],["10062","320"]
"PHGN326: ADVANCED PHYSICS LAB II (Lab)",["10063","10064","10301","10302"],[],["physics","phgn","phgn326: advanced physics lab ii (lab)","uwe (uwe) greife"],["10063","326"]
"PHGN341: THERMAL PHYSICS (Lecture)",["10065"],[],["physics","phgn","phgn341: thermal physics (lecture)","jeramy (jeramy) zimmerman"],["10065","341"]
"PHGN361: INTERMEDIATE ELECTROMAGNETISM (Lecture)",["10066"],[],["physics","phgn","phgn361: intermediate electromagnetism (lecture)","patrick (patrick) kohl"],["10066","361"]
"MLGN535: INTERDISCIPLINARY MICROELECTRONICS PROCESSING LABORATORY (Lecture)",["10067"],["10068","10069"],["materials science","mlgn","mlgn535: interdisciplinary microelectronics processing laboratory (lecture)","patrice (patrice) genevet"],["10067","535"]
"MLGN535: INTERDISCIPLINARY MICROELECTRONICS PROCESSING LABORATORY (Lab)",["10068","10069"],["10067"],["materials science","mlgn","mlgn535: interdisciplinary microelectronics processing laboratory (lab)","patrice (patrice) genevet"],["10068","535"]
"PHGN435: INTERDISCIPLINARY MICROELECTRONICS PROCESSING LABORATORY (Lab)",["10070","10071","11239"],["10450"],["physics","phgn","phgn435: interdisciplinary microelectronics processing laboratory (lab)","patrice (patrice) genevet"],["10070","435"]
"PHGN535: INTERDISCIPLINARY SILICON PROCESSING LABORATORY (Lecture)",["10072"],["10074","11240","10073"],["physics","phgn","phgn535: interdisciplinary silicon processing laboratory (lecture)","patrice (patrice) genevet"],["10072","535"]
"PHGN535: INTERDISCIPLINARY SILICON PROCESSING LABORATORY (Lab)",["10073","10074","11240"],["10072"],["physics","phgn","phgn535: interdisciplinary silicon processing laboratory (lab)","patrice (patrice) genevet"],["10073","535"]
"CHGN401: INORGANIC CHEMISTRY II (Lecture)",["10076"],[],["chemistry, general","chgn","chgn401: inorganic chemistry ii (lecture)","svitlana (svitlana) pylypenko"],["10076","401"]
"CHGN223: ORGANIC CHEMISTRY I LABORATORY (Lab)",["10078","10805"],[],["chemistry, general","chgn","chgn223: organic chemistry i laboratory (lab)","yuan (yuan) yang"],["10078","223"]
"PHGN502: GRADUATE SEMINAR (Seminar)",["10079"],[],["physics","phgn","phgn502: graduate seminar (seminar)","wouter (wouter) van de pontseele"],["10079","502"]
"LIMU422: JAZZ ENSEMBLE - SPRING (Lab)",["10080"],[],["music","limu","limu422: jazz ensemble - spring (lab)","jonathan (jonathan) cullison"],["10080","422"]
"LIMU423: JAZZ LAB (Lab)",["10081"],[],["music","limu","limu423: jazz lab (lab)","jonathan (jonathan) cullison"],["10081","423"]
"CHGN462: MICROBIOLOGY (Lecture)",["10082"],[],["chemistry, general","chgn","chgn462: microbiology (lecture)","laurel (laurel) almer"],["10082","462"]
"PEGN251: FLUID MECHANICS (Lecture)",["10083"],[],["petroleum engineering","pegn","pegn251: fluid mechanics (lecture)","parisa (parisa) bazazi"],["10083","251"]
"GPGN581: GRADUATE SEMINAR (Seminar)",["10084"],[],["geophysical engineering","gpgn","gpgn581: graduate seminar (seminar)","ge (ge) jin"],["10084","581"]
"MATH225: DIFFERENTIAL EQUATIONS (Lecture)",["10085","10086","10917","11279","11476"],[],["mathematics","math","math225: differential equations (lecture)","michael (mike) mikucki"],["10085","225"]
"MATH335: INTRODUCTION TO MATHEMATICAL STATISTICS (Lecture)",["10087","11579"],[],["mathematics","math","math335: introduction to mathematical statistics (lecture)","ashlyn (ashlyn) munson"],["10087","335"]
"AFGN102: HERITAGE AND VALUES II (Lecture)",["10088","10150","10151"],["11068","10152"],["air force","afgn","afgn102: heritage and values ii (lecture)","cheri (cheri) giammo"],["10088","102"]
"AFGN202: TEAM AND LEADERSHIP FUNDAMENTALS II (Lecture)",["10089","10141"],["10142","11069"],["air force","afgn","afgn202: team and leadership fundamentals ii (lecture)","cheri (cheri) giammo"],["10089","202"]
"PHGN507: ELECTROMAGNETIC THEORY I (Lecture)",["10091"],[],["physics","phgn","phgn507: electromagnetic theory i (lecture)","jeff (jeff) squier"],["10091","507"]
"PHGN520: QUANTUM MECHANICS I (Lecture)",["10092"],[],["physics","phgn","phgn520: quantum mechanics i (lecture)","laith (laith) haddad"],["10092","520"]
